caption,entity_1,entity_2,image_name,index_1,index_2,id
A bowl of batter sitting on a table next to a banana peel and a napkin.,bowl,banana,000000511828.jpg,2,12,285497
A cat is sitting on an unmade bed. ,bed,cat,000000113649.jpg,9,2,617324
"There is plenty of cake left, but only one donut.",donut,cake,000000456761.jpg,11,5,4431
A small car is pulling a man on a bicycle.,bicycle,car,000000074299.jpg,10,3,387024
a close up of a plate of food with broccoli,broccoli,plate,000000012231.jpg,10,6,231518
A man with a large bear wearing a brown hat.,bear,hat,000000458935.jpg,6,10,402818
An office with a computer desk and a musical keyboard.,desk,keyboard,000000223540.jpg,7,11,522592
The truck has a empty flat bed in back. ,bed,truck,000000073276.jpg,7,2,238201
The clock with a bird statue on top is ticking. ,clock,bird,000000303133.jpg,2,5,235072
a pizza on a plate on a table ,pizza,plate,000000217113.jpg,2,5,486604
A person stepping onto a snowboard in the snow,person,snowboard,000000180983.jpg,2,6,125568
A white plate with a bbq sandwich on it.,sandwich,plate,000000221914.jpg,7,3,661493
A cat sitting on a shelf in a refrigerator.,cat,refrigerator,000000312577.jpg,2,9,327784
A dog sits in its owners lap at the computer desk,desk,dog,000000372555.jpg,12,2,53990
A airplane in the sky with a bear on the wing.,bear,airplane,000000436895.jpg,8,2,779974
a close up of a cat with a cup on the ground ,cat,cup,000000169197.jpg,6,9,609560
A cute little cat sitting and watching a large TV.,cat,tv,000000283720.jpg,4,10,340000
Two people are laying in bed watching TV,bed,tv,000000078263.jpg,6,8,101735
Little white fluffy dog sits on someone's lap with a laptop in the background.,laptop,dog,000000363341.jpg,12,4,361712
A dog laying on its back in a bed.,bed,dog,000000159444.jpg,9,2,317690
People riding in a wagon pulled by a horse while a dog walks beside them on the road. ,horse,dog,000000330486.jpg,9,12,414820
A dog lying on a couch while wearing a collar.,couch,dog,000000267560.jpg,6,2,24158
A large piece of cheese pizza sitting on top of a white plate.,pizza,plate,000000175236.jpg,6,13,155390
a person standing on a surfboard with one leg while riding a wave.,person,surfboard,000000460997.jpg,2,6,65208
A woman with a laptop in her lap as she sits beside a bed.,bed,laptop,000000523964.jpg,14,5,738315
A woman sitting on a bench next to a  large dog.,bench,dog,000000286302.jpg,6,11,585050
A pizza box sitting on top of a wooden bench.,bench,pizza,000000306037.jpg,10,2,572259
A bed sitting in a bedroom next to a window.,bed,window,000000074601.jpg,2,10,730540
A bus turning a corner at an intersection near a motorcycle. ,motorcycle,bus,000000167996.jpg,11,2,599732
Small pizza slice sitting on top of a white plate. ,pizza,plate,000000323399.jpg,2,10,250383
A walk in shower sitting next to a toilet next to a sink.,toilet,sink,000000014385.jpg,9,13,380368
A teddy bear resting his head on a pillow in a bed.,bed,bear,000000147216.jpg,12,3,400087
A horse looking out a window in a brick building ,horse,window,000000243331.jpg,2,6,500137
A vase with flowers sits on a window sill.,vase,window,000000229255.jpg,2,8,9946
A man wearing a top hat and a suit and tie.,tie,hat,000000473464.jpg,11,6,202045
A motorcycle with a side car in a warehouse.,motorcycle,car,000000543058.jpg,2,6,330864
A hot dog and fries with several condiments are on a plate.,dog,plate,000000134223.jpg,3,14,187564
"Two zebra stand near an elephant, and a herd of water buffalo.",elephant,zebra,000000031569.jpg,6,2,579782
A person and a cat sitting in a room.,cat,person,000000087738.jpg,5,2,559035
A cat looking at itself in a mirror ,cat,mirror,000000195886.jpg,2,8,550225
White mouse sitting on a round pad next to a cup of coffee. ,cup,mouse,000000513351.jpg,11,2,211839
there is a sandwich that is on a plate and cut in half,sandwich,plate,000000277346.jpg,4,9,688011
Several bear figurines on display in front of a clock.,bear,clock,000000381350.jpg,2,11,55217
"There is cereal with milk in a bowl, fruit and bread on a plate and a drink in a mug. ",bowl,plate,000000509654.jpg,8,15,431391
Raggedy Ann doll sitting in a chair with a pooh bear.,chair,bear,000000382857.jpg,9,13,45334
A woman holding a bottle of beer and a plate with chips and a hotdog on it.,bottle,plate,000000197888.jpg,5,10,270521
a close up of a person holding a sandwich,person,sandwich,000000191218.jpg,6,9,445715
A red and yellow train car passing on a highway.,train,car,000000534480.jpg,5,6,184591
A woman with sunglasses sits in a chair with an umbrella in a cave.,chair,umbrella,000000464317.jpg,8,11,443657
The bathroom door is open and the toilet seat is up with no toliet paper. ,door,toilet,000000375544.jpg,3,8,489663
A person is riding an elephant in the water.,elephant,person,000000554171.jpg,6,2,181308
A woman and dog on a surfboard in water.,surfboard,dog,000000410056.jpg,7,4,195850
A person with a umbrella on a city street.,person,umbrella,000000478805.jpg,2,5,644687
some old train cars and some weeds one car red the other blue,train,car,000000208898.jpg,3,9,303598
A room where you can see the person taking the picture in the mirror.,person,mirror,000000493365.jpg,8,14,71335
a kitchen with a double sink a refrigerator and a counter top,refrigerator,sink,000000217252.jpg,8,6,107350
An electric spinning toothbrush stands in front of a mirror which shows its reflection.,mirror,toothbrush,000000441876.jpg,10,4,105789
a person with there head down on a bench.,person,bench,000000440136.jpg,2,9,737802
a white bathroom with a tub sink and mirror,mirror,sink,000000048892.jpg,9,7,305096
A small pug dog wearing a pink harness and an orange tag.,orange,dog,000000318467.jpg,11,4,266930
Small white toilet with a small window above it. ,toilet,window,000000162589.jpg,3,7,172533
a bath room with a toilet and a mirror ,mirror,toilet,000000006178.jpg,9,6,561135
A small white cat lying on a white bed.,bed,cat,000000359574.jpg,9,4,179144
 an orange and black tour bus driving down a dirt backroad,orange,bus,000000030508.jpg,2,6,247748
A cat laying on a bed that has sheets and pillows on it.,bed,cat,000000017560.jpg,6,2,647174
a dog is pulling on a frisbee with its owner,frisbee,dog,000000475380.jpg,7,2,528785
"The depot of a train station has a bench, parking, and fencing.",train,bench,000000139712.jpg,5,9,136438
Dog laying across a personal pillow with a hat on its head.,hat,dog,000000058443.jpg,9,1,662984
A bird perched on a tree branch near a half eaten apple.,apple,bird,000000418685.jpg,12,2,303398
A bird is perched on a park bench.,bench,bird,000000391029.jpg,8,2,738687
A cat sitting in front of a TV with animals on the screen.,cat,tv,000000313665.jpg,2,8,126593
"A white bathroom sink, white toilet and tub",toilet,sink,000000334170.jpg,7,4,313567
A laptop on a desk with a carton of milk sitting next to it.,desk,laptop,000000163185.jpg,5,2,523782
A bicycle near a building with signs and a window,bicycle,window,000000255232.jpg,2,10,739919
A motorcycle and bicycle in front of a house.,motorcycle,bicycle,000000220843.jpg,2,4,208159
Looking down at a wet zebra from a truck,zebra,truck,000000429491.jpg,6,9,187301
A desk with a computer keyboard and a monitor.,desk,keyboard,000000503826.jpg,2,7,734195
A silver knife cutting into a green apple.,apple,knife,000000472865.jpg,8,3,797832
A chocolate train-shaped cake at a children's birthday party.,train,cake,000000012681.jpg,3,6,669069
"A pizza with meat, cheese and greens on a metal plate.",pizza,plate,000000051525.jpg,2,12,721791
A boy eats a sandwich in the backseat of a car. ,sandwich,car,000000118612.jpg,5,11,169524
a person that is flying some kind of kite,person,kite,000000053806.jpg,2,9,814068
A dog trying to catch a red frisbee on a lush green field.,frisbee,dog,000000055296.jpg,8,2,428113
A person performing skateboarding tricks on a skateboard ramp.,person,skateboard,000000218802.jpg,2,8,755634
a cantaloupe on a counter top with a tv remote,tv,remote,000000513513.jpg,12,13,105738
A vintage car with surfboards fastened on top sits parked on the grass.,surfboard,car,000000438560.jpg,5,3,590671
An antique car is parked next to a very old airplane.,airplane,car,000000451202.jpg,11,3,184269
The motorcycle has a pizza box on the back of it.,motorcycle,pizza,000000557771.jpg,2,5,133105
A park bench with a blanket and cup of coffee.,cup,bench,000000018555.jpg,8,3,797271
A person flying a kite while on a grassy slope.,person,kite,000000323668.jpg,2,5,265701
"A girl riding her bike down the sidewalk being followed by another young person, with a kite in the air behind her.",person,kite,000000030395.jpg,14,18,649513
A cat sleeping on a large chair in the living room. ,chair,cat,000000237772.jpg,7,2,466428
An old refrigerator with duct tape all over it sits in a pile of trash with an old wicker chair on top of it.  ,chair,refrigerator,000000027104.jpg,20,3,434336
"Brush, books, bag, umbrella and couple of other items laid out on the bed",bed,umbrella,000000298564.jpg,17,7,388939
A piece of cake covered in whipped cream sitting on top of a plate.,cake,plate,000000054082.jpg,4,14,750282
"A Happy Birthday cake with strawberries, a teddy bear, and two candles.",bear,cake,000000502557.jpg,10,4,249854
"Three people, one in uniform wearing a hat, are holding a sword above a birthday cake.",cake,hat,000000347144.jpg,18,9,155887
A woman with a slice of pizza in a plate.,pizza,plate,000000559836.jpg,7,10,329976
A dog wearing a life vest on a surfboard in the water,surfboard,dog,000000362175.jpg,9,2,504798
A person riding waves on the river created by boat.,person,boat,000000337647.jpg,2,10,107991
A plate holding and pizza made from a tortilla.,pizza,plate,000000565201.jpg,5,2,259392
A boy on a skateboard hangs over the edge of a skate bowl.,bowl,skateboard,000000105504.jpg,13,5,783560
A cat sits in the sink of a bathroom.,cat,sink,000000447885.jpg,2,6,442416
Adult multi colored cat lying in white porcelain sink. ,cat,sink,000000306677.jpg,4,9,258129
Several people on horses with a train car in the background. ,train,car,000000284355.jpg,7,8,36678
A fluffy cat wearing a whit knitted hat.,cat,hat,000000306554.jpg,3,8,221630
A baby is sleeping on a bed next to an empty bottle and some toys.,bed,bottle,000000339986.jpg,7,12,214473
A person on a skateboard is performing a trick in the air.,person,skateboard,000000104885.jpg,2,5,206716
A small gray and brown dog sitting inside of an oven.,oven,dog,000000161740.jpg,11,6,124051
Cop using a dog to sniff out drugs in a truck,truck,dog,000000159963.jpg,11,4,376640
A dog laying in the grass with its paw on a Frisbee.,frisbee,dog,000000017171.jpg,12,2,724594
Four men using a knife to cut a cake.,cake,knife,000000229896.jpg,9,5,169927
A tie that has a picture of a car on it.,tie,car,000000309519.jpg,2,9,249463
To cat standing on the back part of the car. ,cat,car,000000264473.jpg,2,10,773379
Tree twig in glass bottle sitting on a window sill,bottle,window,000000474970.jpg,6,10,185483
A man riding a skateboard through a bowl in a skatepark.,bowl,skateboard,000000471995.jpg,8,5,21388
A pizza on a plate on a wooden surface,pizza,plate,000000265014.jpg,2,5,410672
A person riding a motorcycle down a street at sunset.,motorcycle,person,000000472814.jpg,5,2,688963
a dog and a cat are laying down together,cat,dog,000000053289.jpg,5,2,540109
A person is speeding on a motorcycle on the track,motorcycle,person,000000081416.jpg,7,2,33166
a bowl of potato chips and dip a plate of donuts and other foods,bowl,plate,000000097778.jpg,2,9,630327
A person on the beach flying a kite. ,person,kite,000000449676.jpg,2,8,535290
A man walks a dog near a large bus.,bus,dog,000000236075.jpg,9,5,764678
A person on a skateboard does a trick on stairs.,person,skateboard,000000300012.jpg,2,5,369742
a dog and a small sheep with a person holding the dog,person,sheep,000000387666.jpg,9,6,159710
A restroom with a toilet next to a sink.,toilet,sink,000000205356.jpg,5,9,35274
a person and a child playing with a kite,person,kite,000000316495.jpg,2,9,37249
The cake is shaped like a teddy bear.,bear,cake,000000061647.jpg,8,2,693710
A man feeds a small elephant from a bottle.,elephant,bottle,000000434962.jpg,6,9,36147
A man is holding a flag and an umbrella next to a river with a boat carrying several other flags.,umbrella,boat,000000257076.jpg,9,16,816139
A person placing a slice of pepperoni on a pizza.,person,pizza,000000354758.jpg,2,10,271458
A Splash Dog chasing a Frisbee into a pool during a performance,frisbee,dog,000000117690.jpg,6,3,394040
a white shoe is sitting on top of a bed,shoe,bed,000000350629.jpg,3,10,762163
A book is on the edge of a bed.,bed,book,000000118851.jpg,9,2,371448
A cat laying in front of a bathroom mirror.,cat,mirror,000000177262.jpg,2,9,611031
A motorcycle sitting next to a helicopter and car.,motorcycle,car,000000519145.jpg,2,9,771068
a man that is on a surfboard with a dog,surfboard,dog,000000459733.jpg,7,11,587002
A bed that has two laptop computers on it.,bed,laptop,000000281878.jpg,2,6,319374
A computer desk with a laptop in an open room.,desk,laptop,000000131011.jpg,4,7,699479
A man with an umbrella is sitting on a boat.,umbrella,boat,000000449302.jpg,5,10,374972
"A laptop, a mouse, and a pen are on the wooden table.",mouse,laptop,000000474401.jpg,5,2,348585
A person is doing a trick on their snowboard.,person,snowboard,000000135258.jpg,2,9,765649
The grey and white cat is standing inside of the toilet bowl full of cat litter.,bowl,toilet,000000101720.jpg,12,11,638413
A black cat taking a drink of water from the toilet.,cat,toilet,000000576111.jpg,3,11,312286
A bear and a dog sitting together on a hillside.,bear,dog,000000052938.jpg,2,5,290644
A calculator sits next to a handbag containing a banana.,handbag,banana,000000125353.jpg,7,10,538506
A vintage yellow refrigerator by a wooden chair.,chair,refrigerator,000000021320.jpg,8,4,201071
A person on skateboard does an air trick.,person,skateboard,000000070490.jpg,2,4,438069
A man riding a bike with an ice cream truck and a dog on it's front.,truck,dog,000000325042.jpg,10,13,383699
The infant is eating broccoli in the highchair.,chair,broccoli,000000545673.jpg,9,5,224101
A man with a dog sitting in his backpack talking to a woman in sunglasses.,backpack,dog,000000265916.jpg,9,5,117454
a person holding an umbrella as they walk down a trail ,person,umbrella,000000173157.jpg,2,5,756759
A cake is decorated with a monster truck and cars.,cake,truck,000000501204.jpg,2,8,38887
A tan dog laying its head on a teddy bear,bear,dog,000000205854.jpg,10,3,129287
The man in the bathroom is cleaning the toilet bowl. ,bowl,toilet,000000342045.jpg,10,9,650075
A dog is laying by a wooden bench,bench,dog,000000075455.jpg,8,2,562750
a brown pit bull dog laying on the bed,bed,dog,000000224468.jpg,9,5,392717
A bathroom with a separate area with door for the toilet.,door,toilet,000000560360.jpg,8,11,593619
A stylized photo of a person performing a trick on a skateboard.,person,skateboard,000000185639.jpg,7,13,407350
the person is walking in the rain with an umbrella ,person,umbrella,000000191191.jpg,2,10,637925
A cat sitting on a box very close to a tv watching the action.,cat,tv,000000153154.jpg,2,11,152215
a cat sitting in the floor looking up at a microwave,cat,microwave,000000230507.jpg,2,11,391787
a cat sitting inside of a toilet filled with grain,cat,toilet,000000101720.jpg,2,7,640966
A man in a floppy hat rides a surfboard on a calm sea.,surfboard,hat,000000234642.jpg,9,6,824390
A cat sitting on the arm of a chair next to a speaker.,chair,cat,000000277663.jpg,9,2,194602
A teddy bear sitting in front of a mirror on a shelf.,bear,mirror,000000511495.jpg,3,9,756563
A pizza is served on a plate with water.,pizza,plate,000000434305.jpg,2,7,45812
A close-up of a plate of taco salad and a pizza in the background.,pizza,plate,000000394172.jpg,13,7,151764
a pink red and white bed with a canopy and a pink chair,chair,bed,000000407336.jpg,13,6,305218
Person holding a sandwich unwrapped from it's tinfoil ,person,sandwich,000000203273.jpg,1,4,395185
This plate has a bowl of soup and two scoops of crab salad with tomatoes on top. ,bowl,plate,000000444156.jpg,5,2,532619
A person walking down a street at night with an umbrella.,person,umbrella,000000391170.jpg,2,11,429538
A slice of deep dish pizza sitting on a plate.,pizza,plate,000000378950.jpg,6,10,545979
A bird with an orange beak sitting on a tree branch.,orange,bird,000000009553.jpg,5,2,688205
a person standing wearing a blue tie and brown pants,tie,person,000000046013.jpg,7,2,37295
a crib themed cake with a teddy bear inside the crib,bear,cake,000000446958.jpg,8,4,16320
"A plate with noodles, meat and broccoli in some sauce.",broccoli,plate,000000407313.jpg,8,2,692704
a litttle bird flying towards a side view mirror ,mirror,bird,000000003040.jpg,10,4,623760
The person on a bike is under an umbrella to protect herself from the rain.,person,umbrella,000000551383.jpg,2,9,454805
A red farm truck with a flat bed of material blowing smoke.,bed,truck,000000151334.jpg,8,4,788673
A black and white cat sits in a bathroom sink. ,cat,sink,000000373252.jpg,5,10,156705
Two children each hold an apple and orange.,orange,apple,000000051222.jpg,8,6,135733
A young boy on a bicycle near a white car.,bicycle,car,000000399946.jpg,6,10,139791
a living room with a couch and tv,couch,tv,000000136860.jpg,6,8,394624
The people are riding in a horse and carriage that is driven by a man in a top hat. ,horse,hat,000000290560.jpg,7,19,650044
a close up of plate of food wit ha hot dog,dog,plate,000000580172.jpg,11,5,218312
A person standing in a bathroom next to a cat.,cat,person,000000236314.jpg,10,2,109455
a person in red chopping green apples under an umbrella,person,umbrella,000000320059.jpg,2,10,49781
A bright broccoli/cauliflower is held in front of a cutting board and knife.,knife,broccoli,000000072370.jpg,15,3,129572
A two car train is coming around the bend.,train,car,000000542257.jpg,4,3,138080
a blurry photo of a person riding a motorcycle ,motorcycle,person,000000541783.jpg,9,6,92369
A cat and a dog that are playing.,cat,dog,000000532975.jpg,2,5,114284
An elevated toilet and sink in a cramped bathroom.,toilet,sink,000000456076.jpg,3,5,813841
A kitchen sink in front of a window with dishes and appliances on either side. ,sink,window,000000158700.jpg,3,8,235238
A cat is sitting on a table in a bowl,cat,bowl,000000459598.jpg,2,10,653328
A photo taken from a car looking at the back of a school bus.,bus,car,000000115954.jpg,14,6,353771
A person standing behind a counter that is topped with bunches of banana.,person,banana,000000019609.jpg,2,14,623329
A picture being taken from a car of a cow under a bridge next to a parked scooter and eating from a pile of garbage.,cow,car,000000163030.jpg,10,7,438231
"A kitchen, with an oven stove, and a new refrigerator.",oven,refrigerator,000000229140.jpg,6,12,252372
A boy is laying down next to his backpack on a bench,backpack,bench,000000492545.jpg,9,12,800942
"A bathroom with a glass shower stall, toilet and sink.",toilet,sink,000000253854.jpg,9,11,810283
A orange and white striped cat laying on fabric in a clothing store.,orange,cat,000000199268.jpg,2,6,46220
A person is riding a horse on the sandy beach.,horse,person,000000357755.jpg,6,2,359854
This photo depicts a person on a motorcycle with a heavy load.,motorcycle,person,000000421619.jpg,8,5,642346
a person holding a small stuffed teddy bear in his hand ,bear,person,000000338054.jpg,8,2,617572
A light is beside the mirror above the kitchen sink.,mirror,sink,000000140708.jpg,6,10,683470
A person and a dog that are out in the snow.,person,dog,000000071122.jpg,2,5,136192
There is a person playing with a frisbee.,frisbee,person,000000532414.jpg,8,4,346866
Girls playing ball and Frisbee with their dog,frisbee,dog,000000573873.jpg,5,8,214012
a close up of a slice of pizza on a plate on a table,pizza,plate,000000565622.jpg,8,11,142881
a horse stands in front of a barbed wire fence,horse,bed,000000059179.jpg,2,9,339464
A bathroom with a whit sink and brown toilet lid.,toilet,sink,000000412780.jpg,9,6,621422
A young person going down a hill on a snowboard.,person,snowboard,000000380636.jpg,3,10,795336
A small baby elephant butting the leg of a person,elephant,person,000000108042.jpg,4,11,351440
A person s walking down a dark alley way carrying his skateboard.,person,skateboard,000000062839.jpg,2,12,583632
A cat falling asleep between a computer and its keyboard.,cat,keyboard,000000073729.jpg,2,11,521641
a kitchen with a stove a refrigerator and a sink,refrigerator,sink,000000277096.jpg,7,10,122824
A cat laying on a couch in a room.,couch,cat,000000119488.jpg,6,2,437042
A couch that has a laptop computer placed on it.,couch,laptop,000000139639.jpg,2,6,319576
A spotless bathroom with a sink and toilet.,toilet,sink,000000195761.jpg,9,7,340678
The banana is on the desk beside the calculator.,desk,banana,000000529012.jpg,6,2,217273
A white plate topped with a slice of pizza.,pizza,plate,000000251503.jpg,9,3,353441
a male wearing glasses and brown dog a sleep in a bed,bed,dog,000000056262.jpg,12,7,191873
A pretty lady on a couch holding a remote.,couch,remote,000000343514.jpg,6,9,279497
A plate of pizza and a salad sits on a wood table with other dishes.,pizza,plate,000000282737.jpg,4,2,73482
A person riding the ocean waves on a surfboard,person,surfboard,000000366028.jpg,2,9,66005
a close up of a sandwich and french fries on a plate,sandwich,plate,000000017152.jpg,6,12,140109
"BIG SCREEN TV SET, A COUCH, AND A FAN",couch,tv,000000456412.jpg,7,3,132749
"A blurry image of a person, some beer bottle and can.",bottle,person,000000416589.jpg,10,6,242070
A cat looks tired while wearing a small plastic hat.,cat,hat,000000339738.jpg,2,10,686602
Dogs love to ride with their heads out the car window.,window,car,000000432120.jpg,11,10,227719
An open black microwave with a teddy bear inside.,bear,microwave,000000030187.jpg,8,4,342632
This is an image of a person with a messy shirt and tie,tie,person,000000347380.jpg,13,7,34722
a microwave sits on a stands with a vase on it ,vase,microwave,000000468341.jpg,9,2,410911
A woman sitting on a chair under a umbrella.,chair,umbrella,000000480663.jpg,6,9,237990
A slice of pizza on a white plate.,pizza,plate,000000378950.jpg,4,8,542544
Woman mixing frosting in a bowl and decorating a cake,cake,bowl,000000179186.jpg,10,6,150062
A plate of orange slices and meat with three forks on it.,orange,plate,000000025202.jpg,4,2,374846
A man is holding a kite in the shape of a bird.,bird,kite,000000304939.jpg,12,6,750365
"A bag, a frisbee and a tin can on a wooden bench.",frisbee,bench,000000484136.jpg,5,13,156761
A person is riding a horse over a gate.,horse,person,000000307538.jpg,6,2,666025
A cat in a Santa hat on a Christmas card.,cat,hat,000000228746.jpg,2,6,523915
A bedroom with a bed and chair along with a nightstand with lamp on top of it.,chair,bed,000000394133.jpg,7,5,13572
A person on a snowboard on the slopes.,person,snowboard,000000268100.jpg,2,5,52859
A person standing on a skateboard near small cones.,person,skateboard,000000187785.jpg,2,6,741663
A man wearing a beach ball colored umbrella hat.,umbrella,hat,000000195998.jpg,8,9,117591
"A lot of orange, yellow and blue umbrella hang from lines.",orange,umbrella,000000403301.jpg,4,9,490387
A couple of wall urinals next to a sink and toilet.,toilet,sink,000000297206.jpg,12,10,731144
A teddy bear in the bed under the blanket. ,bed,bear,000000404063.jpg,6,3,229603
A bowl of food with a spoon on a table.,spoon,bowl,000000385313.jpg,7,2,187544
A toy truck rests on a bed of pine needles.,bed,truck,000000521351.jpg,7,3,819263
A bathroom with wall to wall mirror and sink ,mirror,sink,000000089908.jpg,7,9,812579
